EN1 7_49_10_68 
EN1071 14_46_3_41 
EN1072 6_6_14_96 
EN1073 11_75_2_145 
EN1074 14_16_14_15 
EN1075 11_72_9_10 
EN1076 15_4_15_13 
EN1077 14_81_14_10 
EN1078 3_35_3_50 
EN1079 15_26_3_58 
EN1080 11_13_14_64 
EN1081 7_13_10_112 
EN1082 5_36_5_24 
EN1083 4_20_4_66 
EN1084 9_15_9_26 
EN1085 11_34_12_21 
EN1086 1_41_16_15 
EN1087 16_17_16_13 
EN1088 11_52_11_51 
EN1089 10_60_8_16 
EN1090 5_23_14_63 
EN1091 6_67_16_29 
EN1092 10_114_10_126 
EN1093 2_144_2_61 
EN1094 8_17_10_32 
EN1095 12_55_12_25 
EN1096 5_8_6_79 
EN1097 16_12_7_57 
EN1098 6_93_9_41 
EN1099 5_33_5_23 
EN1100 8_6_5_32 
EN1101 4_22_4_36 
EN1102 5_34_5_18 
EN1103 5_29_13_22 
EN1104 7_32_1_40 
EN1105 9_57_7_15 
EN1106 2_117_4_4 
EN1107 4_77_5_7 
EN1108 8_35_8_13 
EN1109 9_46_5_38 
EN1110 2_95_12_19 
EN1111 4_15_4_10 
EN1112 13_33_6_29 
EN1113 2_19_2_14 
EN1114 12_79_12_70 
EN1115 8_14_10_74 
EN1116 11_2_16_25 
EN1117 6_112_6_12 
EN1118 5_26_11_75 
EN1119 10_80_10_132 
EN1120 15_6_15_24 
EN1121 8_7_1_21 
EN1122 6_86_6_9 
EN1123 15_14_15_15 
EN1124 15_3_3_16 
EN1125 12_52_15_1 
EN1126 2_3_2_73 
EN1127 12_42_12_3 
EN1128 2_60_2_122 
EN1129 16_25_11_3 
EN1130 9_27_9_39 
EN1131 16_35_16_13 
EN1132 8_54_1_39 
EN1133 5_31_5_35 
EN1134 14_76_14_69 
EN1135 1_6_1_15 
EN1136 1_12_13_5 
EN1137 10_28_10_80 
EN1138 7_51_15_5 
EN1139 2_44_2_139 
EN1140 14_6_14_36 
EN1141 13_56_15_38 
EN1142 7_66_14_100 
EN1143 13_86_13_31 
EN1144 9_33_11_59 
EN1145 13_15_13_9 
EN1146 6_127_5_22 
EN1147 10_114_10_43 
EN1148 6_9_6_58 
EN1149 10_58_10_57 
EN1150 6_29_10_94 
EN1151 2_105_9_11 
EN1152 9_48_11_26 
EN1153 16_21_16_35 
EN1154 11_19_11_36 
EN1155 12_96_4_22 
EN1156 6_49_10_28 
EN1157 11_40_1_32 
EN1158 12_84_16_11 
EN1159 7_39_7_26 
EN1160 12_63_3_7 
EN1161 9_59_9_14 
EN1162 14_112_14_73 
EN1163 10_5_10_52 
EN1164 15_19_15_29 
EN1165 6_117_6_60 
EN1166 10_51_10_12 
EN1167 12_45_15_8 
EN1168 7_34_7_42 
EN1169 7_47_6_92 
EN1170 8_41_8_51 
EN1171 5_9_5_21 
EN1172 6_85_14_74 
EN1173 9_12_9_26 
EN1174 13_8_13_73 
EN1175 9_29_11_78 
EN1176 12_50_9_38 
EN1177 10_66_10_55 
EN1178 6_76_6_14 
EN1179 9_55_9_6 
EN1180 8_26_10_101 
EN1181 7_58_16_22 
EN1182 11_65_5_26 
EN1183 8_48_8_5 
EN1184 1_44_5_10 
EN1185 2_62_2_133 
EN1186 1_47_15_8 
EN1187 5_24_5_13 
EN1188 9_42_9_20 
EN1189 7_34_7_70 
EN1190 4_49_13_66 
EN1191 3_41_13_8 
EN1192 16_21_16_16 
EN1193 4_67_4_41 
EN1194 8_15_8_36 
EN1195 8_29_8_1 
EN1196 3_15_3_8 
EN1197 4_4_16_1 
EN1198 8_34_16_32 
EN1199 6_89_2_57 
EN1200 1_40_1_38 
EN1201 12_9_3_20 
EN1202 8_36_9_32 
EN1203 12_34_14_14 
EN1204 7_76_7_28 
EN1205 1_39_14_105 
EN1206 5_31_5_15 
EN1207 2_25_15_21 
EN1208 8_47_14_29 
EN1209 12_69_2_111 
EN1210 15_12_15_7 
EN1211 10_105_10_76 
EN1212 10_123_10_133 
EN1213 12_70_4_37 
EN1214 4_41_4_60 
EN1215 13_35_13_31 
EN1216 9_25_3_21 
EN1217 11_10_2_130 
EN1218 2_39_2_165 
EN1219 2_7_2_108 
EN1220 5_28_5_8 
EN1221 6_123_16_33 
EN1222 15_4_15_37 
EN1223 14_12_16_20 
EN1224 6_43_6_17 
EN1225 16_14_7_59 
EN1226 8_27_4_44 
EN1227 16_34_16_3 
EN1228 1_22_9_52 
EN1229 8_61_14_31 
EN1230 7_38_7_72 
EN1231 12_77_12_5 
EN1232 2_139_14_28 
EN1233 11_68_6_35 
EN1234 2_145_2_49 
EN1235 15_5_15_9 
EN1236 10_81_8_14 
EN1237 9_28_9_40 
EN1238 9_9_9_29 
EN1239 13_1_1_32 
EN1240 13_94_10_44 
EN1241 10_32_1_6 
EN1242 7_63_7_52 
EN1243 13_78_13_52 
EN1244 5_6_5_22 
EN1245 5_28_6_37 
EN1246 6_93_6_2 
EN1247 13_83_13_42 
EN1248 16_14_11_31 
EN1249 8_34_12_39 
EN1250 5_18_6_38 
EN1251 2_138_10_46 
EN1252 11_30_11_61 
EN1253 4_15_4_56 
EN1254 6_126_6_49 
EN1255 6_97_6_53 
EN1256 15_33_15_6 
EN1257 7_47_7_1 
EN1258 7_53_7_69 
EN1259 15_17_15_37 
EN1260 15_38_14_41 
EN1261 1_17_1_24 
EN1262 11_31_15_31 
EN1263 10_79_2_139 
EN1264 9_21_9_3 
EN1265 15_17_13_57 
EN1266 14_50_1_32 
EN1267 9_12_13_62 
EN1268 7_63_7_24 
EN1269 16_32_16_16 
EN1270 10_9_16_31 
EN1271 12_25_12_77 
EN1272 3_28_3_49 
EN1273 3_30_3_36 
EN1274 12_24_8_39 
EN1275 13_12_13_74 
EN1276 9_9_9_38 
EN1277 3_1_1_17 
EN1278 14_47_10_3 
EN1279 3_68_3_46 
EN1280 10_119_10_129 
EN1281 2_85_2_140 
EN1282 5_12_6_109 
EN1283 2_102_12_65 
EN1284 3_50_3_65 
EN1285 10_14_5_6 
EN1286 4_13_4_43 
EN1287 12_98_11_23 
EN1288 15_2_6_44 
EN1289 15_38_15_23 
EN1290 13_84_13_44 
EN1291 1_4_1_3 
EN1292 12_46_7_67 
EN1293 11_45_11_53 
EN1294 7_72_4_55 
EN1295 13_47_13_96 
EN1296 6_112_1_25 
EN1297 8_29_11_21 
EN1298 8_51_10_56 
EN1299 10_44_10_22 
EN1300 10_68_13_56 
EN1301 11_18_10_46 
EN1302 16_37_16_43 
EN1303 1_47_1_36 
EN1304 9_38_9_48 
EN1305 2_107_2_28 
EN1306 4_75_4_39 
EN1307 5_21_5_29 
EN1308 6_86_6_24 
EN1309 1_29_8_45 
EN1310 6_16_6_86 
EN1311 13_40_13_65 
EN1312 10_4_7_75 
EN1313 10_15_6_69 
EN1314 15_26_15_31 
EN1315 8_42_8_59 
EN1316 13_19_5_12 
EN1317 15_13_15_10 
EN1318 1_22_10_66 
EN1319 7_38_6_116 
EN1320 6_97_4_37 
EN1321 1_26_1_11 
EN1322 12_93_12_89 
EN1323 3_64_8_1 
EN1324 16_34_16_41 
EN1325 1_7_7_15 
EN1326 10_70_4_6 
EN1327 9_42_1_12 
EN1328 7_56_4_70 
EN1329 4_19_10_64 
EN1330 5_4_5_8 
EN1331 10_130_9_4 
EN1332 11_46_11_78 
EN1333 15_20_15_6 
EN1334 12_75_12_62 
EN1335 15_10_2_20 
EN1336 3_41_1_16 
EN1337 13_93_1_19 
EN1338 12_65_12_59 
EN1339 7_38_8_51 
EN1340 5_33_16_8 
EN1341 7_25_7_48 
EN1342 11_22_9_57 
EN1343 15_34_15_24 
EN1344 2_145_2_34 
EN1345 14_49_8_45 
EN1346 3_3_3_25 
EN1347 14_13_8_62 
EN1348 4_47_1_13 
EN1349 9_8_2_47 
EN1350 7_56_7_27 
EN1351 15_33_12_51 
EN1352 16_27_2_140 
EN1353 11_15_6_113 
EN1354 8_26_3_45 
EN1355 15_13_11_23 
EN1356 16_21_16_17 
EN1357 15_3_15_18 
EN1358 1_30_8_10 
EN1359 5_21_5_30 
EN1360 1_23_1_29 
EN1361 2_17_2_63 
EN1362 11_69_11_49 
EN1363 15_27_15_24 
EN1364 11_5_11_68 
EN1365 15_25_4_40 
EN1366 13_89_4_21 
EN1367 1_40_1_24 
EN1368 5_12_5_5 
EN1369 14_110_4_64 
EN1370 9_36_8_56 
EN1371 3_47_3_59 
EN1372 12_28_12_84 
EN1373 12_90_16_7 
EN1374 10_66_10_92 
EN1375 14_77_14_6 
EN1376 4_11_4_65 
EN1377 2_152_2_112 
EN1378 6_77_6_85 
EN1379 9_46_9_54 
EN1380 9_48_2_104 
EN1381 9_61_9_52 
EN1382 9_22_10_46 
EN1383 7_29_7_71 
EN1384 1_21_1_8 
EN1385 4_14_4_36 
EN1386 7_14_7_51 
EN1387 11_31_13_21 
EN1388 15_9_9_53 
EN1389 5_26_9_46 
EN1390 5_4_4_50 
EN1391 2_38_13_72 
EN1392 11_74_5_38 
EN1393 7_53_7_8 
EN1394 1_37_1_23 
EN1395 8_18_7_63 
EN1396 9_16_14_6 
EN1397 11_23_5_16 
EN1398 15_32_15_12 
EN1399 7_78_4_1 
EN1400 16_7_16_44 
EN1401 8_16_3_45 
EN1402 1_47_1_35 
EN1403 14_82_14_81 
EN1404 5_8_9_40 
EN1405 14_23_11_19 
EN1406 1_28_1_39 
EN1407 1_33_9_45 
EN1408 3_28_3_62 
EN1409 16_12_16_20 
EN1410 5_29_5_12 
EN1411 14_74_3_19 
EN1412 9_39_12_10 
EN1413 8_58_8_16 
EN1414 4_28_4_76 
EN1415 7_33_11_14 
EN1416 8_17_7_58 
EN1417 12_60_12_5 
EN1418 1_15_2_86 
EN1419 7_5_11_45 
EN1420 11_57_11_54 
EN1421 8_17_8_38 
EN1422 9_23_9_35 
EN1423 7_58_6_122 
EN1424 2_76_2_93 
EN1425 1_1_1_23 
EN1426 5_25_7_1 
EN1427 7_42_14_19 
EN1428 11_59_11_71 
EN1429 13_21_16_38 
EN1430 2_78_2_57 
EN1431 16_29_11_7 
EN1432 16_34_3_48 
EN1433 1_27_1_37 
EN1434 8_2_8_16 
EN1435 5_23_10_46 
EN1436 5_34_5_9 
EN1437 14_57_14_98 
EN1438 5_12_4_54 
EN1439 13_91_7_24 
EN1440 6_14_6_5 
EN1441 11_41_6_6 
EN1442 5_18_16_18 
EN1443 3_38_5_14 
EN1444 5_12_15_6 
EN1445 9_39_9_32 
EN1446 12_89_15_20 
EN1447 15_20_15_10 
EN1448 1_19_2_33 
EN1449 2_114_1_38 
EN1450 3_49_5_23 
EN1451 7_51_7_13 
EN1452 13_93_13_71 
EN1453 16_42_16_39 
EN1454 8_44_8_58 
EN1455 10_114_10_27 
EN1456 3_2_3_8 
EN1457 8_10_3_22 
EN1458 1_25_8_38 
EN1459 3_4_3_9 
EN1460 5_24_6_40 
EN1461 2_60_2_117 
EN1462 6_22_6_32 
EN1463 8_47_12_69 
EN1464 4_67_4_61 
EN1465 6_50_6_115 
EN1466 15_19_15_20 
EN1467 12_53_16_38 
EN1468 10_99_10_31 
EN1469 11_33_11_48 
EN1470 2_96_2_51 
EN1471 6_8_5_25 
EN1472 5_34_8_46 
EN1473 9_33_9_19 
EN1474 14_44_14_99 
EN1475 10_52_9_60 
EN1476 16_2_16_17 
EN1477 1_11_1_15 
EN1478 14_13_14_60 
EN1479 13_90_13_21 
EN1480 6_84_6_80 
EN1481 5_25_7_62 
EN1482 10_87_10_89 
EN1483 9_61_2_7 
EN1484 2_48_13_44 
EN1485 3_65_3_68 
EN1486 9_51_15_22 
EN1487 9_10_9_6 
EN1488 12_70_12_13 
EN1489 15_10_15_25 
EN1490 3_37_3_59 
EN1491 13_2_13_7 
EN1492 16_40_1_22 
EN1493 7_67_7_48 
EN1494 15_14_3_65 
EN1495 3_41_3_67 
EN1496 14_27_14_29 
EN1497 6_74_6_98 
EN1498 13_35_13_67 
EN1499 12_64_2_95 
EN1500 16_21_16_18 
EN1501 6_34_8_2 
EN1502 15_8_1_18 
EN1503 8_13_8_40 
EN1504 2_144_12_64 
EN1505 15_38_15_6 
EN1506 11_36_3_11 
EN1507 3_51_3_55 
EN1508 8_38_9_52 
EN1509 11_2_7_68 
EN1510 14_92_1_45 
EN1511 15_5_9_45 
EN1512 8_52_8_4 
EN1513 4_74_4_14 
EN1514 6_21_6_54 
EN1515 10_34_14_44 
EN1516 7_67_13_14 
EN1517 13_4_13_89 
EN1518 13_77_13_72 
EN1519 13_31_1_24 
EN1520 2_145_2_75 
EN1521 9_19_3_18 
EN1522 9_46_4_70 
EN1523 9_32_9_35 
EN1524 8_57_16_7 
EN1525 9_18_1_17 
EN1526 12_79_8_58 
EN1527 7_55_7_46 
EN1528 10_101_10_41 
EN1529 9_49_9_35 
EN1530 7_56_10_30 
EN1531 15_26_10_86 
EN1532 11_73_5_7 
EN1533 16_15_1_11 
EN1534 2_15_2_97 
EN1535 6_52_6_91 
EN1536 9_15_15_21 
EN1537 1_45_1_18 
EN1538 13_29_13_40 
EN1539 13_31_13_4 
EN1540 10_13_10_18 
EN1541 8_7_8_30 
EN1542 11_14_14_48 
EN1543 6_81_7_57 
EN1544 12_104_12_83 
EN1545 14_74_14_81 
EN1546 6_114_6_110 
EN1547 3_42_2_120 
EN1548 4_20_15_35 
EN1549 5_12_5_32 
EN1550 4_40_9_27 
EN1551 1_47_1_21 
EN1552 3_56_3_69 
EN1553 6_40_7_77 
EN1554 10_23_3_6 
EN1555 14_102_16_21 
EN1556 15_19_15_30 
EN1557 11_59_16_36 
EN1558 7_33_16_36 
EN1559 4_80_4_24 
EN1560 14_87_2_146 
EN1561 1_15_1_42 
EN1562 9_24_7_62 
EN1563 12_88_12_56 
EN1564 8_26_8_33 
EN1565 2_111_2_127 
EN1566 11_26_11_53 
EN1567 10_49_13_78 
EN1568 5_31_5_23 
EN1569 12_63_10_72 
EN1570 11_27_11_34 
EN1571 8_41_10_59 
EN1572 5_36_5_38 
EN1573 7_56_8_52 
EN1574 5_18_5_27 
EN1575 10_49_10_85 
EN1576 8_13_16_2 
EN1577 1_11_1_19 
EN1578 10_13_10_117 
EN1579 2_165_9_30 
EN1580 7_72_7_13 
EN1581 15_19_3_40 
EN1582 13_20_13_80 
EN1583 7_9_7_55 
EN1584 15_36_15_7 
EN1585 9_30_9_31 
EN1586 6_58_1_45 
EN1587 4_27_11_32 
EN1588 16_41_8_37 
EN1589 6_58_9_2 
EN1590 8_18_15_19 
EN1591 14_44_14_71 
EN1592 6_36_6_7 
EN1593 3_20_3_36 
EN1594 11_41_2_32 
EN1595 12_20_12_95 
EN1596 5_23_5_32 
EN1597 5_22_16_15 
EN1598 11_68_11_41 
EN1599 15_17_16_7 
EN1600 5_13_6_7 
EN1601 3_51_3_63 
EN1602 13_4_13_86 
EN1603 16_12_16_41 
EN1604 16_39_16_19 
EN1605 16_43_16_29 
EN1606 9_39_1_16 
EN1607 5_32_5_39 
EN1608 11_63_11_45 
EN1609 14_19_10_70 
EN1610 11_59_6_84 
EN1611 11_22_9_26 
EN1612 13_14_9_37 
EN1613 11_9_14_5 
EN1614 9_22_10_37 
EN1615 2_24_3_43 
EN1616 2_97_2_33 
EN1617 15_6_13_75 
EN1618 14_104_14_16 
EN1619 4_36_4_46 
EN1620 4_78_10_5 
EN1621 12_100_12_51 
EN1622 10_75_10_43 
EN1623 13_48_7_79 
EN1624 5_31_5_21 
EN1625 5_23_5_27 
EN1626 7_48_13_46 
EN1627 14_81_9_58 
EN1628 2_159_2_103 
EN1629 9_54_9_19 
EN1630 14_38_6_117 
EN1631 12_42_6_33 
EN1632 5_36_5_32 
EN1633 16_20_16_18 
EN1634 5_1_5_31 
EN1635 8_6_6_57 
EN1636 6_97_6_50 
EN1637 8_30_8_57 
EN1638 10_83_10_56 
EN1639 11_40_11_54 
EN1640 4_53_4_10 
EN1641 10_86_10_110 
EN1642 6_47_6_73 
EN1643 3_50_1_23 
EN1644 7_52_7_31 
EN1645 4_1_4_42 
EN1646 7_41_3_14 
EN1647 15_22_7_12 
EN1648 1_41_1_12 
EN1649 5_4_5_26 
EN1650 15_7_15_11 
EN1651 14_103_5_34 
EN1652 16_36_10_41 
EN1653 13_68_13_76 
EN1654 11_77_10_7 
EN1655 9_6_9_35 
EN1656 7_58_16_44 
EN1657 2_33_2_153 
EN1658 12_98_12_101 
EN1659 12_28_12_65 
EN1660 15_5_13_82 
EN1661 13_84_8_50 
EN1662 4_44_11_45 
EN1663 14_4_2_159 
EN1664 13_3_13_24 
EN1665 13_85_13_50 
EN1666 3_47_8_60 
EN1667 4_25_4_53 
EN1668 10_39_10_76 
EN1669 10_100_11_33 
EN1670 13_5_13_78 
EN1671 13_51_13_12 
EN1672 10_12_13_20 
EN1673 10_20_10_124 
EN1674 7_19_13_15 
EN1675 9_58_9_47 
EN1676 14_85_12_96 
EN1677 5_9_5_28 
EN1678 16_8_8_9 
EN1679 15_19_15_27 
EN1680 7_72_11_30 
EN1681 11_27_11_79 
EN1682 8_10_15_3 
EN1683 4_32_4_3 
EN1684 7_19_7_4 
EN1685 7_56_7_26 
EN1686 5_29_5_37 
EN1687 10_103_10_17 
EN1688 9_5_15_11 
EN1689 3_67_4_36 
EN1690 3_54_3_12 
EN1691 6_9_6_69 
EN1692 5_33_5_38 
EN1693 10_103_10_29 
EN1694 5_17_5_4 
EN1695 1_21_6_95 
EN1696 4_69_12_7 
EN1697 15_3_15_33 
EN1698 2_111_2_135 
EN1699 3_51_15_20 
EN1700 13_74_3_11 
EN1701 14_47_14_10 
EN1702 3_16_3_69 
EN1703 1_27_13_51 
EN1704 3_42_9_48 
EN1705 5_9_5_13 
EN1706 5_11_7_42 
EN1707 5_8_16_17 
EN1708 6_128_6_106 
EN1709 11_52_11_68 
EN1710 7_40_7_29 
EN1711 5_22_4_7 
EN1712 12_69_16_5 
EN1713 8_56_3_69 
EN1714 1_9_1_34 
EN1715 1_39_5_29 
EN1716 7_14_15_7 
EN1717 16_27_6_121 
EN1718 1_13_1_15 
EN1719 7_5_8_26 
EN1720 15_35_15_19 
EN1721 9_22_9_32 
EN1722 3_1_3_55 
EN1723 13_54_14_6 
EN1724 5_17_5_30 
EN1725 12_1_13_14 
EN1726 16_34_16_42 
EN1727 7_25_7_12 
EN1728 15_31_15_35 
EN1729 2_19_15_9 
EN1730 11_5_11_67 
EN1731 7_8_7_26 
EN1732 3_14_3_15 
EN1733 12_91_12_59 
EN1734 14_55_14_57 
EN1735 9_24_14_84 
EN1736 4_67_3_56 
EN1737 4_79_2_54 
EN1738 11_56_13_24 
EN1739 14_10_14_73 
EN1740 4_12_10_41 
EN1741 4_33_7_11 
EN1742 11_34_4_15 
EN1743 5_24_14_74 
EN1744 1_43_1_14 
EN1745 12_53_13_48 
EN1746 12_49_12_24 
EN1747 15_1_15_30 
EN1748 16_34_7_23 
EN1749 16_16_10_107 
EN1750 16_17_16_43 
EN1751 16_10_16_1 
EN1752 4_5_12_93 
EN1753 13_79_13_18 
EN1754 4_16_4_7 
EN1755 13_61_5_7 
EN1756 9_50_6_8 
EN1757 15_28_3_7 
EN1758 2_13_2_152 
EN1759 15_27_3_54 
EN1760 8_22_8_37 
EN1761 10_72_1_29 
EN1762 7_76_16_34 
EN1763 1_27_13_58 
EN1764 12_24_13_20 
EN1765 5_18_16_19 
EN1766 7_76_7_18 
EN1767 15_9_10_38 
EN1768 1_15_15_13 
EN1769 2_14_15_10 
EN1770 12_11_7_73 
EN1771 6_81_9_45 
EN1772 9_21_4_60 
EN1773 14_34_14_70 
EN1774 5_38_9_52 
EN1775 15_28_12_1 
EN1776 8_1_8_47 
EN1777 10_95_10_128 
EN1778 1_42_1_5 
EN1779 1_35_1_11 
EN1780 14_74_13_74 
EN1781 1_5_1_16 
EN1782 6_40_6_13 
EN1783 3_29_13_61 
EN1784 11_27_8_50 
EN1785 6_44_6_53 
EN1786 13_34_12_60 
EN1787 13_56_13_91 
EN1788 11_38_6_112 
EN1789 2_134_2_114 
EN1790 15_27_1_9 
EN1791 12_98_13_23 
EN1792 13_45_5_22 
EN1793 4_38_6_4 
EN1794 3_43_3_68 
EN1795 9_34_9_32 
EN1796 6_17_6_47 
EN1797 10_124_7_18 
EN1798 3_64_3_56 
EN1799 12_82_4_31 
EN1800 10_75_7_71 
EN1801 15_33_2_34 
EN1802 14_80_14_35 
EN1803 8_46_8_24 
EN1804 10_63_10_130 
EN1805 3_55_3_3 
EN1806 15_7_15_25 
EN1807 7_57_15_9 
EN1808 7_67_11_6 
EN1809 8_4_8_16 
EN1810 6_73_6_126 
EN1811 13_31_4_3 
EN1812 13_16_13_64 
EN1813 10_112_10_51 
EN1814 12_27_4_66 
EN1815 1_12_1_42 
EN1816 4_6_3_27 
EN1817 10_91_1_34 
EN1818 11_10_11_42 
EN1819 11_20_11_4 
EN1820 9_24_9_35 
EN1821 10_106_5_33 
EN1822 2_21_1_23 
EN1823 9_2_11_61 
EN1824 11_21_11_37 
EN1825 12_25_10_95 
EN1826 11_45_16_31 
EN1827 4_16_9_21 
EN1828 1_46_9_27 
EN1829 10_53_14_43 
EN1830 8_19_2_24 
EN1831 3_53_9_12 
EN1832 1_11_1_38 
EN1833 13_49_10_71 
EN1834 11_78_11_13 
EN1835 15_17_15_22 
EN1836 10_16_10_28 
EN1837 6_42_6_30 
EN1838 9_30_2_152 
EN1839 4_71_10_56 
EN1840 13_39_12_74 
EN1841 10_117_10_7 
EN1842 5_6_5_11 
EN1843 8_48_8_4 
EN1844 7_30_6_116 
EN1845 7_27_10_19 
EN1846 7_67_6_65 
EN1847 15_32_15_11 
EN1848 4_38_4_14 
EN1849 5_20_1_15 
EN1850 6_7_6_15 
EN1851 3_18_15_8 
EN1852 16_37_16_38 
EN1853 2_8_6_126 
EN1854 12_23_12_36 
EN1855 2_83_2_166 
EN1856 15_6_15_19 
EN1857 1_25_1_24 
EN1858 5_1_5_3 
EN1859 6_102_6_127 
EN1860 4_78_11_18 
EN1861 10_48_14_29 
EN1862 8_42_8_37 
EN1863 14_109_14_24 
EN1864 13_89_9_47 
EN1865 14_45_5_2 
EN1866 15_22_15_24 
EN1867 12_13_12_84 
EN1868 10_46_8_56 
EN1869 1_32_6_124 
EN1870 10_20_15_7 
EN1871 13_1_2_24 
EN1872 13_27_3_29 
EN1873 16_1_16_22 
EN1874 11_22_11_24 
EN1875 1_48_14_83 
EN1876 15_30_15_31 
EN1877 10_112_10_23 
EN1878 2_78_12_7 
EN1879 11_35_7_65 
EN1880 12_95_12_38 
EN1881 3_16_3_38 
EN1882 3_17_15_15 
EN1883 12_87_4_60 
EN1884 13_36_13_59 
EN1885 6_41_15_26 
EN1886 13_88_1_39 
EN1887 4_22_4_65 
EN1888 11_25_11_24 
EN1889 1_42_12_62 
EN1890 14_45_5_9 
EN1891 12_42_14_14 
EN1892 11_45_2_11 
EN1893 9_20_10_88 
EN1894 1_6_4_67 
EN1895 2_136_2_161 
EN1896 4_34_7_65 
EN1897 8_3_4_12 
EN1898 5_2_7_22 
EN1899 4_65_4_73 
EN1900 8_31_8_7 
EN1901 16_19_16_27 
EN1902 2_49_4_55 
EN1903 13_47_13_55 
EN1904 12_55_2_71 
EN1905 3_13_13_33 
EN1906 8_61_8_20 
EN1907 6_1_6_3 
EN1908 12_6_12_78 
EN1909 9_49_1_45 
EN1910 12_1_7_62 
EN1911 16_3_12_23 
EN1912 7_13_7_44 
EN1913 12_89_13_78 
EN1914 7_3_1_44 
EN1915 4_74_1_34 
EN1916 13_28_12_62 
EN1917 12_3_12_47 
EN1918 15_21_15_17 
EN1919 7_4_7_43 
EN1920 13_43_13_85 
EN1921 16_17_16_30 
EN1922 8_61_6_96 
EN1923 13_74_13_54 
EN1924 6_17_2_75 
EN1925 10_22_10_103 
EN1926 16_11_15_26 
EN1927 4_27_5_6 
EN1928 15_14_5_22 
EN1929 1_26_5_20 
EN1930 14_37_6_38 
EN1931 7_72_7_66 
EN1932 3_37_3_23 
EN1933 1_47_4_33 
EN1934 3_38_5_22 
EN1935 14_101_14_4 
EN1936 2_120_2_19 
EN1937 9_6_8_4 
EN1938 7_36_12_75 
EN1939 12_36_12_10 
EN1940 10_12_1_31 
EN1941 16_6_16_42 
EN1942 2_79_7_34 
EN1943 3_28_14_84 
EN1944 6_3_1_41 
EN1945 2_18_2_135 
EN1946 6_89_6_17 
EN1947 5_19_13_4 
EN1948 3_66_7_79 
EN1949 9_52_14_96 
EN1950 15_35_15_28 
EN1951 5_21_1_13 
EN1952 3_36_3_27 
EN1953 4_52_4_55 
EN1954 1_24_7_6 
EN1955 9_51_9_46 
EN1956 6_74_3_42 
EN1957 3_15_4_41 
EN1958 2_59_14_74 
EN1959 10_72_1_15 
EN1960 1_23_1_12 
EN1961 16_8_16_15 
EN1962 13_50_5_35 
EN1963 3_65_10_46 
EN1964 12_27_12_3 
EN1965 2_147_6_65 
EN1966 1_41_7_18 
EN1967 10_48_1_15 
EN1968 12_21_7_47 
EN1969 15_7_15_27 
EN1970 4_54_12_75 
EN1971 15_34_8_22 
EN1972 8_25_2_50 
EN1973 14_35_14_42 
EN1974 4_11_12_52 
EN1975 10_102_14_41 
EN1976 11_21_11_74 
EN1977 6_59_9_55 
EN1978 11_18_5_25 
EN1979 8_42_8_27 
EN1980 7_69_4_30 
EN1981 16_44_10_58 
EN1982 6_110_11_1 
EN1983 10_128_10_18 
EN1984 3_48_3_45 
EN1985 4_23_12_97 
EN1986 7_43_12_98 
EN1987 7_78_7_79 
EN1988 15_16_15_6 
EN1989 16_33_15_15 
EN1990 13_15_4_42 
EN1991 1_7_2_56 
EN1992 10_75_10_111 
EN1993 15_28_15_8 
EN1994 6_51_15_7 
EN1995 6_2_13_90 
EN1996 5_37_2_81 
EN1997 9_38_9_42 
EN1998 1_4_1_15 
EN1999 2_72_2_146 
EN2000 12_37_13_74 
EN2001 7_29_11_77 
EN2002 13_81_9_12 
EN2003 15_19_15_34 
EN2004 1_19_1_2 
EN2005 14_30_11_3 
EN2006 13_88_9_21 
EN2007 5_3_5_9 
EN2008 2_27_2_68 
EN2009 5_1_2_121 
EN2010 9_6_9_17 
EN2011 6_78_6_122 
EN2012 14_22_14_32 
EN2013 11_54_11_2 
EN2014 14_27_14_82 
EN2015 1_16_1_24 
EN2016 4_59_4_20 
EN2017 12_33_14_99 
EN2018 2_17_2_102 
EN2019 7_62_1_30 
EN2020 7_33_7_23 
EN2021 16_38_15_25 
EN2022 11_29_9_46 
EN2023 12_6_12_26 
EN2024 4_53_4_5 
EN2025 7_71_7_55 
EN2026 1_15_1_20 
EN2027 6_87_6_111 
EN2028 5_38_5_17 
EN2029 3_69_3_63 
EN2030 7_68_6_57 
EN2031 3_9_3_68 
EN2032 14_98_14_31 
EN2033 7_78_12_59 
EN2034 5_1_5_30 
EN2035 4_48_3_36 
EN2036 2_70_2_96 
EN2037 11_61_11_22 
EN2038 4_73_4_61 
EN2039 5_13_14_24 
EN2040 15_24_15_37 
EN2041 12_88_8_43 
EN2042 12_91_12_101 
EN2043 5_20_5_22 
EN2044 9_33_9_2 
EN2045 2_167_2_161 
EN2046 15_24_9_2 
EN2047 8_7_9_33 
EN2048 3_11_3_49 
EN2049 2_87_2_72 
EN2050 11_58_9_43 
EN2051 11_54_11_20 
EN2052 9_56_2_54 
EN2053 4_13_9_36 
EN2054 4_48_12_1 
EN2055 13_92_13_25 
EN2056 11_44_7_38 
EN2057 13_88_12_15 
EN2058 16_20_16_33 
EN2059 13_67_1_39 
EN2060 16_23_5_12 
EN2061 5_30_13_37 
EN2062 3_7_3_56 
EN2063 9_7_11_10 
EN2064 6_71_11_48 
EN2065 16_22_12_18 
EN2066 10_37_16_43 
EN2067 6_19_10_1 
EN2068 6_5_6_20 
EN2069 9_24_9_10 
